xmin,ymin,xmax,ymax,Object,label,below_object,below_dist,below_obj_index,side_object,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
645.58,591.65,756.06,615.32,Total price,box,EUR,89.51499999999999,40,VAT %,136.79000000000008,28,89.51499999999999,136.79000000000008
905.48,591.91,992.29,616.9,Discount,box,%,42.09000000000003,35,Gross,131.52999999999997,31,42.09000000000003,131.52999999999997
1051.48,591.91,1109.35,615.59,Gross,box,EUR,89.25,41,,0.0,-1,89.25,0.0
399.61,592.96,456.17,619.27,UOM,box,3840,134.60000000000002,47,Total price,272.92999999999995,29,134.60000000000002,272.92999999999995
115.99,593.66,243.13,618.87,Seq. Item no.,box,1004.336.580,132.01,43,Quantity,166.06,34,132.01,166.06
302.32,593.66,388.92,619.97,Quantity,box,Description,42.60500000000002,36,UOM,82.26999999999998,32,42.60500000000002,82.26999999999998
930.82,634.44,964.8,658.55,%,box,Record(%) Value Added Tax,324.78499999999997,62,,0.0,-1,0.0,0.0
256.03,637.84,367.47,661.0,Description,box,PKWiU,25.845000000000027,38,Unit price,249.515,37,25.845000000000027,249.515
512.17,640.65,610.36,664.2,Unit price,box,EUR,40.575000000000045,39,%,386.54499999999996,35,40.575000000000045,386.54499999999996
255.12,664.33,332.76,686.2,PKWiU,box,CPSN,26.204999999999927,42,EUR,294.06,39,26.204999999999927,294.06
562.0,680.0,614.0,706.0,EUR,currency,"159,07",48.264999999999986,48,EUR,138.5,40,48.264999999999986,138.5
701.0,680.0,752.0,706.0,EUR,currency,"6 108,29",47.39499999999998,44,EUR,331.0,41,47.39499999999998,331.0
1032.0,680.0,1083.0,706.0,EUR,currency,"6 108,29",47.789999999999964,46,,0.0,-1,47.789999999999964,0.0
256.95,690.81,316.32,712.13,CPSN,box,Burstenhalter R70,68.25,52,EUR,301.365,39,0.0,0.0
164.74,729.65,252.71,746.9,1004.336.580,box,Burstenhalter R70,31.44500000000005,52,3840,179.98000000000002,47,0.0,179.98000000000002
678.24,729.76,758.74,751.03,"6 108,29",box,Net,102.96000000000004,54,0 %,109.81999999999994,45,102.96000000000004,109.81999999999994
808.19,729.76,848.43,749.88,0 %,box,Record(%) Value Added Tax,231.46000000000004,62,"6 108,29",224.68499999999995,46,0.0,224.68499999999995
1013.67,730.44,1092.32,751.14,"6 108,29",box,Gross,102.56500000000005,55,,0.0,-1,102.56500000000005,0.0
363.18,730.71,414.23,750.72,3840,box,Burstenhalter R70,29.004999999999995,52,pcs,48.91999999999996,50,29.004999999999995,48.91999999999996
553.48,731.49,611.55,751.04,"159,07",box,"100,00",25.870000000000005,51,"6 108,29",135.97500000000002,44,25.870000000000005,135.97500000000002
118.41,734.96,129.2,751.45,1,box,Payment terms:,405.0849999999999,70,1004.336.580,84.92000000000003,43,405.0849999999999,84.92000000000003
421.24,736.08,454.01,755.06,pcs,box,45T netto,398.69000000000005,69,"159,07",144.89,48,0.0,144.89
555.78,756.21,617.3,778.06,"100,00",box,Total:,83.25999999999999,57,,0.0,-1,0.0,0.0
210.22,759.08,386.74,780.36,Burstenhalter R70,box,45T netto,374.53999999999996,69,per,210.44,53,374.53999999999996,210.44
494.26,759.08,523.58,779.21,per,box,Total:,81.25,57,"100,00",77.61999999999995,51,81.25,77.61999999999995
704.43,830.52,747.48,856.19,Net,box,"6 108,29",52.57999999999993,61,VAT,169.31500000000005,56,52.57999999999993,169.31500000000005
1039.75,831.35,1096.05,855.36,Gross,box,"6 108,29 EUR",51.14499999999998,58,,0.0,-1,51.14499999999998,0.0
870.02,832.18,920.52,857.02,VAT,box,"0,00",50.50500000000011,59,Gross,172.6300000000001,55,50.50500000000011,172.6300000000001
506.55,839.63,564.51,861.16,Total:,box,Total,45.53500000000008,60,Net,190.42499999999995,54,45.53500000000008,190.42499999999995
1018.0,881.0,1144.0,908.0,"6 108,29 EUR",amount_currency,Record(%) Value Added Tax,76.77999999999997,62,,0.0,-1,0.0,0.0
877.47,881.86,927.98,908.35,"0,00",box,Record(%) Value Added Tax,76.17499999999995,62,"6 108,29 EUR",178.27499999999998,58,76.17499999999995,178.27499999999998
508.21,885.17,562.85,906.69,Total,box,VAT Summary,78.40499999999997,64,"6 108,29",185.46000000000004,61,78.40499999999997,185.46000000000004
680.42,886.0,761.56,905.87,"6 108,29",box,Net,74.92500000000007,63,"0,00",181.735,59,74.92500000000007,181.735
809.0,958.86,1080.56,983.7,Record(%) Value Added Tax,box,"0,00",38.08000000000004,65,,0.0,-1,38.08000000000004,0.0
713.78,960.51,753.52,981.21,Net,box,"6 108,29",42.22500000000002,67,Record(%) Value Added Tax,211.13,62,42.22500000000002,211.13
467.88,962.17,608.63,986.5,VAT Summary,box,"Number of volumes: 0,9984 qbm; Number of boxes: 1",403.9000000000001,77,Net,195.39499999999998,63,0.0,195.39499999999998
812.31,996.94,857.85,1021.78,"0,00",box,,0.0,-1,%,45.955000000000155,66,0.0,45.955000000000155
866.96,999.43,895.11,1021.78,%,box,,0.0,-1,"0,00",122.1149999999999,68,0.0,122.1149999999999
675.7,1000.25,760.98,1025.92,"6 108,29",box,Bank account： IBAN: PL76 2490 0005 0000 4600 3954 8189,417.81500000000005,79,"0,00",116.7399999999999,65,0.0,116.7399999999999
982.04,1000.25,1024.26,1023.44,"0,00",box,,0.0,-1,,0.0,-1,0.0,0.0
326.0,1130.76,426.0,1157.76,45T netto,payment_terms,Term of delivery: EXW,46.25499999999988,71,,0.0,-1,0.0,0.0
113.77,1135.87,271.91,1160.71,Payment terms:,box,Term of delivery: EXW,42.22499999999991,71,45T netto,183.16,69,42.22499999999991,183.16
113.27,1178.51,327.71,1202.52,Term of delivery: EXW,box,Mode of transportation: Sea freight,26.985000000000127,72,,0.0,-1,26.985000000000127,0.0
113.4,1205.7,452.05,1229.3,Mode of transportation: Sea freight,box,Statistical nr.: 85119000,26.210000000000036,73,,0.0,-1,26.210000000000036,0.0
114.31,1232.73,348.68,1254.69,Statistical nr.: 85119000,box,Payment terms: 45 Days,67.28999999999996,74,,0.0,-1,67.28999999999996,0.0
112.0,1301.0,309.0,1321.0,Payment terms: 45 Days,payment_terms,Country of origin: POLAND,23.829999999999927,75,,0.0,-1,23.829999999999927,0.0
112.7,1325.01,345.08,1344.65,Country of origin: POLAND,box,"Gross weight: 286,0; Net weight: 265,421",22.085000000000036,76,,0.0,-1,22.085000000000036,0.0
112.88,1346.73,446.19,1367.1,"Gross weight: 286,0; Net weight: 265,421",box,"Number of volumes: 0,9984 qbm; Number of boxes: 1",21.320000000000164,77,,0.0,-1,21.320000000000164,0.0
112.39,1368.9,545.21,1387.57,"Number of volumes: 0,9984 qbm; Number of boxes: 1",box,Dimensions: 1200x800x1040 mm,21.034999999999854,78,,0.0,-1,21.034999999999854,0.0
114.47,1390.09,386.38,1408.45,Dimensions: 1200x800x1040 mm,box,Bank account： IBAN: PL76 2490 0005 0000 4600 3954 8189,31.63000000000011,79,,0.0,-1,31.63000000000011,0.0
113.48,1419.2,723.4,1442.6,Bank account： IBAN: PL76 2490 0005 0000 4600 3954 8189,box,SWIFT: ALBPPLPW,26.889999999999873,80,,0.0,-1,26.889999999999873,0.0
113.48,1446.75,322.54,1468.83,SWIFT: ALBPPLPW,box,,0.0,-1,,0.0,-1,0.0,0.0
